first_name,pk,pk_2,last_name,address,city,state,country,pair
0.0,5,16,0.1667,0.1579,0.5455,0.0,1.0,0
0.0,5,17,0.1667,0.1579,0.5455,0.0,1.0,0
0.125,5,18,0.3636,0.1053,0.2857,0.3333,1.0,0
0.125,5,19,0.3636,0.1053,0.2857,0.3333,1.0,0
0.125,5,20,0.3636,0.1053,0.2857,0.3333,1.0,0
0.125,5,21,0.3636,0.1053,0.2857,0.3333,1.0,0
1.0,6,7,1.0,0.8182,1.0,1.0,1.0,1
1.0,6,8,0.8333,1.0,0.9,1.0,1.0,1
1.0,6,9,0.8,1.0,1.0,1.0,1.0,1
0.2857,6,10,0.0,0.1111,0.2857,0.0,1.0,0
0.2857,6,11,0.0,0.1111,0.2857,0.0,1.0,0
0.2857,6,12,0.0,0.1111,0.2857,0.0,1.0,0
0.2857,6,13,0.0,0.1111,0.2857,0.0,1.0,0
0.1429,6,14,0.3333,0.0556,0.2857,0.0,1.0,0
0.1429,6,15,0.3333,0.0556,0.2857,0.0,1.0,0
0.1429,6,16,0.3333,0.0556,0.2857,0.0,1.0,0
0.1429,6,17,0.3333,0.0556,0.2857,0.0,1.0,0
0.25,6,18,0.0833,0.125,0.3571,0.0,1.0,0
0.25,6,19,0.0833,0.125,0.3571,0.0,1.0,0
0.25,6,20,0.0833,0.125,0.3571,0.0,1.0,0
0.25,6,21,0.0833,0.125,0.3571,0.0,1.0,0
1.0,7,8,0.8333,0.8182,0.9,1.0,1.0,1
1.0,7,9,0.8,0.8182,1.0,1.0,1.0,1
0.2857,7,10,0.0,0.1579,0.2857,0.0,1.0,0
0.2857,7,11,0.0,0.1579,0.2857,0.0,1.0,0
0.2857,7,12,0.0,0.1579,0.2857,0.0,1.0,0
0.2857,7,13,0.0,0.1579,0.2857,0.0,1.0,0
0.1429,7,14,0.3333,0.1053,0.2857,0.0,1.0,0
0.1429,7,15,0.3333,0.1053,0.2857,0.0,1.0,0
0.1429,7,16,0.3333,0.1053,0.2857,0.0,1.0,0
0.1429,7,17,0.3333,0.1053,0.2857,0.0,1.0,0
0.25,7,18,0.0833,0.1111,0.3571,0.0,1.0,0
0.25,7,19,0.0833,0.1111,0.3571,0.0,1.0,0
0.25,7,20,0.0833,0.1111,0.3571,0.0,1.0,0
0.25,7,21,0.0833,0.1111,0.3571,0.0,1.0,0
1.0,8,9,0.6667,1.0,0.9,1.0,1.0,1
0.2857,8,10,0.1,0.1111,0.2143,0.0,1.0,0
0.2857,8,11,0.1,0.1111,0.2143,0.0,1.0,0
0.2857,8,12,0.1,0.1111,0.2143,0.0,1.0,0
0.2857,8,13,0.1,0.1111,0.2143,0.0,1.0,0
0.1429,8,14,0.4444,0.0556,0.3077,0.0,1.0,0
0.1429,8,15,0.4444,0.0556,0.3077,0.0,1.0,0
0.1429,8,16,0.4444,0.0556,0.3077,0.0,1.0,0
0.1429,8,17,0.4444,0.0556,0.3077,0.0,1.0,0
0.25,8,18,0.1667,0.125,0.2857,0.0,1.0,0
0.25,8,19,0.1667,0.125,0.2857,0.0,1.0,0
0.25,8,20,0.1667,0.125,0.2857,0.0,1.0,0
0.25,8,21,0.1667,0.125,0.2857,0.0,1.0,0
0.2857,9,10,0.0,0.1111,0.2857,0.0,1.0,0
0.2857,9,11,0.0,0.1111,0.2857,0.0,1.0,0
0.2857,9,12,0.0,0.1111,0.2857,0.0,1.0,0
0.2857,9,13,0.0,0.1111,0.2857,0.0,1.0,0
0.1429,9,14,0.375,0.0556,0.2857,0.0,1.0,0
0.1429,9,15,0.375,0.0556,0.2857,0.0,1.0,0
0.1429,9,16,0.375,0.0556,0.2857,0.0,1.0,0
0.1429,9,17,0.375,0.0556,0.2857,0.0,1.0,0
0.25,9,18,0.0909,0.125,0.3571,0.0,1.0,0
0.25,9,19,0.0909,0.125,0.3571,0.0,1.0,0
0.25,9,20,0.0909,0.125,0.3571,0.0,1.0,0
0.25,9,21,0.0909,0.125,0.3571,0.0,1.0,0
1.0,10,11,1.0,1.0,1.0,1.0,1.0,1
1.0,10,12,1.0,1.0,1.0,1.0,1.0,1
1.0,10,13,1.0,1.0,1.0,1.0,1.0,1
0.0,10,14,0.2,0.1053,0.2308,0.0,1.0,0
0.0,10,15,0.2,0.1053,0.2308,0.0,1.0,0
0.0,10,16,0.2,0.1053,0.2308,0.0,1.0,0
0.0,10,17,0.2,0.1053,0.2308,0.0,1.0,0
0.1,10,18,0.3,0.1765,0.4167,0.0,1.0,0
0.1,10,19,0.3,0.1765,0.4167,0.0,1.0,0
0.1,10,20,0.3,0.1765,0.4167,0.0,1.0,0
0.1,10,21,0.3,0.1765,0.4167,0.0,1.0,0
1.0,11,12,1.0,1.0,1.0,1.0,1.0,1
1.0,11,13,1.0,1.0,1.0,1.0,1.0,1
0.0,11,14,0.2,0.1053,0.2308,0.0,1.0,0
0.0,11,15,0.2,0.1053,0.2308,0.0,1.0,0
0.0,11,16,0.2,0.1053,0.2308,0.0,1.0,0
0.0,11,17,0.2,0.1053,0.2308,0.0,1.0,0
0.1,11,18,0.3,0.1765,0.4167,0.0,1.0,0
0.1,11,19,0.3,0.1765,0.4167,0.0,1.0,0
0.1,11,20,0.3,0.1765,0.4167,0.0,1.0,0
0.1,11,21,0.3,0.1765,0.4167,0.0,1.0,0
1.0,12,13,1.0,1.0,1.0,1.0,1.0,1
0.0,12,14,0.2,0.1053,0.2308,0.0,1.0,0
0.0,12,15,0.2,0.1053,0.2308,0.0,1.0,0
0.0,12,16,0.2,0.1053,0.2308,0.0,1.0,0
0.0,12,17,0.2,0.1053,0.2308,0.0,1.0,0
0.1,12,18,0.3,0.1765,0.4167,0.0,1.0,0
0.1,12,19,0.3,0.1765,0.4167,0.0,1.0,0
0.1,12,20,0.3,0.1765,0.4167,0.0,1.0,0
0.1,12,21,0.3,0.1765,0.4167,0.0,1.0,0
0.0,13,14,0.2,0.1053,0.2308,0.0,1.0,0
0.0,13,15,0.2,0.1053,0.2308,0.0,1.0,0
0.0,13,16,0.2,0.1053,0.2308,0.0,1.0,0
0.0,13,17,0.2,0.1053,0.2308,0.0,1.0,0
0.1,13,18,0.3,0.1765,0.4167,0.0,1.0,0
0.1,13,19,0.3,0.1765,0.4167,0.0,1.0,0
0.1,13,20,0.3,0.1765,0.4167,0.0,1.0,0
0.1,13,21,0.3,0.1765,0.4167,0.0,1.0,0
1.0,14,15,1.0,1.0,1.0,1.0,1.0,1
1.0,14,16,1.0,1.0,1.0,1.0,1.0,1
1.0,14,17,1.0,1.0,1.0,1.0,1.0,1
0.4286,14,18,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,14,19,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,14,20,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,14,21,0.25,0.1176,0.2143,0.0,1.0,0
1.0,15,16,1.0,1.0,1.0,1.0,1.0,1
1.0,15,17,1.0,1.0,1.0,1.0,1.0,1
0.4286,15,18,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,15,19,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,15,20,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,15,21,0.25,0.1176,0.2143,0.0,1.0,0
1.0,16,17,1.0,1.0,1.0,1.0,1.0,1
0.4286,16,18,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,16,19,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,16,20,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,16,21,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,17,18,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,17,19,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,17,20,0.25,0.1176,0.2143,0.0,1.0,0
0.4286,17,21,0.25,0.1176,0.2143,0.0,1.0,0
1.0,18,19,1.0,1.0,1.0,1.0,1.0,1
1.0,18,20,1.0,1.0,1.0,1.0,1.0,1
1.0,18,21,1.0,1.0,1.0,1.0,1.0,1
1.0,19,20,1.0,1.0,1.0,1.0,1.0,1
1.0,19,21,1.0,1.0,1.0,1.0,1.0,1
1.0,20,21,1.0,1.0,1.0,1.0,1.0,1
